job_title,so_mau,luong_trung_binh,luong_trung_vi,luong_thap_nhat,luong_cao_nhat
106891 sales manager quản lý kinh doanh medical equipment,1,45.0,45.0,40.0,50.0
109881 channel sales manager trưởng phòng kinh doanh sỉ electronics equipment,1,45.0,45.0,40.0,50.0
118030 commercial manager construction,1,45.0,45.0,40.0,50.0
118110 head of production machinery,1,45.0,45.0,40.0,50.0
118245 head of engineering machinery,1,45.0,45.0,40.0,50.0
bác sĩ nhi khoa full time part time,1,45.0,45.0,40.0,50.0
bác sĩ sản phụ khoa,1,45.0,45.0,40.0,50.0
bếp trưởng bếp bánh,1,45.0,45.0,40.0,50.0
chuyên gia kinh doanh phát triển kênh bán lẻ,1,45.0,45.0,40.0,50.0
chuyên viên quản lý chính sách phân tích dữ liệu,1,45.0,45.0,40.0,50.0
director of sales giám đốc kinh doanh,1,45.0,45.0,40.0,50.0
director of sales marketing,1,45.0,45.0,40.0,50.0
giám đốc kinh doanh bất động sản tại hà nội,1,45.0,45.0,20.0,70.0
giám đốc kinh doanh khối du lịch văn hóa,1,45.0,45.0,40.0,50.0
giám đốc kinh doanh kinh nghiệm 5 năm,1,45.0,45.0,30.0,60.0
giám đốc kinh doanh kênh gt,3,45.0,30.0,20.0,100.0
giám đốc sản xuất tiếng trung tốt,1,45.0,45.0,40.0,50.0
giám đốc trưởng phòng vận hành f b,1,45.0,45.0,30.0,60.0
giám đốc điều hành,2,45.0,45.0,30.0,60.0
head of marketing,1,45.0,45.0,35.0,55.0
head of sales,1,45.0,45.0,40.0,50.0
import export manager,1,45.0,45.0,40.0,50.0
kỹ sư cơ điện làm việc tại đài loan,1,45.0,45.0,40.0,50.0
leader team spa,1,45.0,45.0,30.0,60.0
nhân viên kinh doanh bất động sản thổ cư tại hà nội,1,45.0,45.0,30.0,60.0
nhân viên kinh doanh du lịch nghỉ dưỡng,1,45.0,45.0,30.0,60.0
phó ban hành chính nhân sự,1,45.0,45.0,40.0,50.0
phó giám đốc kinh doanh kênh bán lẻ,1,45.0,45.0,40.0,50.0
phó giám đốc sản xuất,2,45.0,45.0,40.0,50.0
phó giám đốc sản xuất tiếng trung,1,45.0,45.0,40.0,50.0
phó phòng kinh doanh khách hàng doanh nghiệp chailease,1,45.0,45.0,40.0,50.0
product owner ai project,1,45.0,45.0,30.0,60.0
qn322 bác sỹ nha khoa cẩm phả quảng ninh 20 70tr,1,45.0,45.0,20.0,70.0
quản lí trung tâm khu vực hồ chí minh,1,45.0,45.0,30.0,60.0
quản lí trung tâm khu vực long biên,1,45.0,45.0,30.0,60.0
quản lý bán hàng khu vực ngành sữa bột đông bắc,1,45.0,45.0,40.0,50.0
quản lý chi nhánh thẩm mỹ,1,45.0,45.0,30.0,60.0
quản lý clinic long thành đồng nai,1,45.0,45.0,30.0,60.0
quản lý kỹ thuật thị trường,2,45.0,45.0,40.0,50.0
recruitment manager,1,45.0,45.0,40.0,50.0
restaurant operation expansion manager,1,45.0,45.0,40.0,50.0
sales operation and training manager for gt channel,1,45.0,45.0,40.0,50.0
sales tiếng trung quốc,1,45.0,45.0,40.0,50.0
scrum master,1,45.0,45.0,35.0,55.0
thẩm định viên về giá,1,45.0,45.0,40.0,50.0
trưởng ban pháp chế kstt,1,45.0,45.0,40.0,50.0
trưởng chi nhánh miền trung,1,45.0,45.0,30.0,60.0
trưởng ngành hàng bán lẻ,1,45.0,45.0,40.0,50.0
trưởng nhãn kinh doanh đèn led,1,45.0,45.0,30.0,60.0
trưởng nhóm kinh doanh spa thẩm mỹ viện,1,45.0,45.0,20.0,70.0
trưởng phòng it công nghệ thông tin,1,45.0,45.0,30.0,60.0
trưởng phòng kinh doanh đèn led,1,45.0,45.0,30.0,60.0
trưởng phòng phát triển thị trường kênh nhà máy văn phòng khách sạn,1,45.0,45.0,40.0,50.0
trưởng phòng phát triển thị trường kênh trường học,1,45.0,45.0,40.0,50.0
trưởng đại diện hồ chí minh,1,45.0,45.0,30.0,60.0
tư vấn thẩm mỹ thu nhập 30 60tr,1,45.0,45.0,30.0,60.0
qa manager,8,44.71875,45.0,28.0,62.5
giám đốc nhân sự,5,44.25,42.5,25.0,70.0
giám đốc kinh doanh vùng,3,44.16666666666666,37.5,30.0,80.0
109630 senior production manager manufacturing trưởng phòng sản xuất cấp cao,1,44.0,44.0,38.0,50.0
118186 general manager of hcm sales project management dept construction,1,43.75,43.75,37.5,50.0
assistant sales manager textile garment,1,43.75,43.75,25.0,62.5
biên phiên dịch tư vấn chiến lược m a việt nhật,1,43.75,43.75,25.0,62.5
bếp trưởng bếp bánh pastry chef,2,43.75,40.0,30.0,55.0
chuyên viên kinh doanh bđs cao cấp,1,43.75,43.75,12.5,75.0
chuyên viên thương mại việt nhật,1,43.75,43.75,37.5,50.0
giám đốc vận hành nhà máy thiết bị y tế,1,43.75,43.75,37.5,50.0
giáo viên mầm non nhật bản 日本人の教師,1,43.75,43.75,42.5,45.0
lab specialist,1,43.75,43.75,37.5,50.0
legal supevisor manager,1,43.75,43.75,37.5,50.0
marketing communications manager,1,43.75,43.75,37.5,50.0
production planning manager,1,43.75,43.75,37.5,50.0
regional legal manager,1,43.75,43.75,37.5,50.0
senior garment technician,1,43.75,43.75,37.5,50.0
solution consultant,1,43.75,43.75,25.0,62.5
talent acquisition manager,1,43.75,43.75,37.5,50.0
trưởng bộ phận ai big data,1,43.75,43.75,37.5,50.0
trưởng ngành hàng điện máy,1,43.75,43.75,25.0,62.5
trưởng phòng học thuật học viện,2,43.75,43.75,37.5,50.0
trưởng phòng quản lý tài sản,1,43.75,43.75,37.5,50.0
110854 korean taiwanese mandarin singaporean english required sales executive residential brokerage,1,43.5,43.5,37.0,50.0
117629 japanese speaking kỹ sư kiểm tra sản phẩm kết cấu thép steel,1,43.5,43.5,37.0,50.0
117631 japanese speaking kỹ sư kiểm tra kết cấu thép ut steel,1,43.5,43.5,37.0,50.0
trưởng nhóm dự án it,1,43.5,43.5,35.0,52.0
giám đốc hành chính nhân sự,2,43.125,42.5,37.5,50.0
phó phòng pháp chế doanh nghiệp,1,43.0,43.0,40.0,46.0
114751 legal assistant manager equipment,1,42.5,42.5,40.0,45.0
116294 sales cum production control manager trading,1,42.5,42.5,30.0,55.0
aff,1,42.5,42.5,35.0,50.0
ai project manager,1,42.5,42.5,35.0,50.0
ai technical project manager,1,42.5,42.5,35.0,50.0
assistant to president,1,42.5,42.5,30.0,55.0
bác sĩ da liễu ngành spa,3,42.5,42.5,20.0,65.0
bác sĩ da liễu ngành spa thu nhập 35tr,1,42.5,42.5,20.0,65.0
chuyên gia an ninh thông tin,1,42.5,42.5,35.0,50.0
customs manager,1,42.5,42.5,40.0,45.0
developer fullstack,1,42.5,42.5,32.5,52.5
emergency doctor,1,42.5,42.5,40.0,45.0
erp sap consultant,1,42.5,42.5,30.0,55.0
giám đốc cao cấp tt khách hàng doanh nghiệp lớn,1,42.5,42.5,35.0,50.0
giám đốc nghiên cứu và phát triển,1,42.5,42.5,35.0,50.0
giám đốc trung tâm chi nhánh hải phòng,1,42.5,42.5,30.0,55.0
giám đốc trung tâm chi nhánh sài đồng,1,42.5,42.5,30.0,55.0
giám đốc trung tâm tại hà nội,1,42.5,42.5,30.0,55.0
giám đốc vận hành,2,42.5,35.0,30.0,60.0
hr manager,4,42.5,27.5,15.0,70.0
kế toán trưởng – tiếng trung,1,42.5,42.5,35.0,50.0
kỹ sư aws,1,42.5,42.5,35.0,50.0
kỹ sư qc xây dựng,2,42.5,42.5,30.0,55.0
merchandise manager,1,42.5,42.5,35.0,50.0
nhân viên kinh doanh cửa,1,42.5,42.5,15.0,70.0
nhân viên kinh doanh máy phát điện tại hà nội và hồ chí minh,1,42.5,42.5,25.0,60.0
nhân viên tư vấn m a,1,42.5,42.5,25.0,60.0
on trade horeca sales manager,1,42.5,42.5,40.0,45.0
purchasing supply chain manager,1,42.5,42.5,40.0,45.0
quản lý chi nhánh spa thu nhập 30 60tr,1,42.5,42.5,25.0,60.0
quản lý dự án dịch vụ giáo dục đào tạo cho dn nhật,1,42.5,42.5,40.0,45.0
quản lý giám sát nhà phân phối,1,42.5,42.5,40.0,45.0
sales manager up to 90m gross,1,42.5,42.5,0.0,85.0
sales marketing executive,1,42.5,42.5,35.0,50.0
seo manager,1,42.5,42.5,35.0,50.0
trưởng kinh doanh khu vực kênh fs gt ngành hàng thực phẩm tiêu dùng nhanh,1,42.5,42.5,40.0,45.0
trưởng nhóm kỹ thuật chuyền may,1,42.5,42.5,40.0,45.0
trưởng phòng ai,1,42.5,42.5,35.0,50.0
trưởng phòng công nghệ,1,42.5,42.5,40.0,45.0
trưởng phòng kinh doanh bán phần mềm crm,1,42.5,42.5,35.0,50.0
trưởng phòng kinh doanh hvac,1,42.5,42.5,35.0,50.0
trưởng phòng kinh doanh logictics,1,42.5,42.5,35.0,50.0
trưởng phòng kiểm soát thiết kế,1,42.5,42.5,35.0,50.0
tổng bếp trưởng,1,42.5,42.5,40.0,45.0
giám đốc sản xuất,4,42.1875,40.0,0.0,80.0
trưởng ban pháp chế,6,42.083333333333336,35.0,30.0,100.0
bác sĩ gây mê hồi sức,3,41.66666666666666,50.0,0.0,80.0
textile sales representative ha noi ho chi minh,2,41.625,39.5,22.0,62.5
phó giám đốc tài vụ,1,41.5,41.5,33.0,50.0
sap basis consultant,1,41.5,41.5,13.0,70.0
design engineer,4,41.375,16.0,7.0,150.0
110775 sales manager communication,1,41.25,41.25,37.5,45.0
110814 sales manager communication,1,41.25,41.25,37.5,45.0
117441 japanese speaking production manager manufacturing,1,41.25,41.25,32.5,50.0
european english teacher,2,41.25,41.25,32.5,50.0
qa auditor qa manager,1,41.25,41.25,37.5,45.0
quản lý thẩm mỹ viện bình dương,2,41.25,40.0,30.0,50.0
senior e commerce operation executive,1,41.25,41.25,37.5,45.0
training manager,2,41.25,40.0,35.0,45.0
trưởng phòng bán hàng dự án,1,41.25,41.25,32.5,50.0
trưởng phòng hành chính nhân sự tại công ty sản xuất của nhật,1,41.25,41.25,37.5,45.0
trưởng phòng kiểm toán nội bộ,1,41.25,41.25,37.5,45.0
trưởng phòng mua hàng sourcing oem ngành hàng gia dụng,1,41.25,41.25,37.5,45.0
giám đốc nhà máy,6,41.04166666666666,35.0,20.0,62.5
giám đốc pgd lê duẩn cn đà nẵng,1,41.0,41.0,35.0,47.0
japanese sales leader tiếng nhật n2,1,41.0,41.0,40.0,42.0
process engineer leader,1,41.0,41.0,37.0,45.0
công nhân sản xuất thực phẩm,1,40.5,40.5,6.0,75.0
trưởng phòng khách hàng doanh nghiệp chi nhánh bình dương,1,40.5,40.5,34.0,47.0
trưởng phòng khách hàng doanh nghiệp chi nhánh bình thuận ninh thuận,1,40.5,40.5,34.0,47.0
trưởng phòng khách hàng doanh nghiệp chi nhánh cần thơ trà vinh,1,40.5,40.5,34.0,47.0
trưởng phòng khách hàng doanh nghiệp chi nhánh huế bình thuận ninh thuận,1,40.5,40.5,34.0,47.0
trưởng phòng khách hàng doanh nghiệp chi nhánh phú yên nha trang,1,40.5,40.5,34.0,47.0
111917 accounting manager construction,1,40.25,40.25,34.5,46.0
trưởng phòng logistics,2,40.25,20.5,16.0,70.0
116896 real estate investment finance manager real estate,1,40.0,40.0,30.0,50.0
117636 project leader real estate,1,40.0,40.0,30.0,50.0
117638 qs manager real estate,1,40.0,40.0,30.0,50.0
117980 sales manager manufacturing,1,40.0,40.0,35.0,45.0
area manager,1,40.0,40.0,35.0,45.0
asm ngành điện máy gia dụng toàn quốc,1,40.0,40.0,30.0,50.0
back end java,1,40.0,40.0,20.0,60.0
business development operation manager,1,40.0,40.0,30.0,50.0
bác sĩ phẫu thuật thẩm mỹ,1,40.0,40.0,30.0,50.0
bình dương trưởng phòng kinh doanh chuyển phát nhanh,1,40.0,40.0,30.0,50.0
chuyên gia kiểm soát nội bộ trung tâm kiểm soát nội bộ và tuân thủ,1,40.0,40.0,35.0,45.0
chuyên viên cao cấp phân tích giải pháp và kiểm thử giải pháp ngân hàng số,1,40.0,40.0,30.0,50.0
chuyên viên kinh doanh phần mềm tiếng nhật,1,40.0,40.0,30.0,50.0
chuyên viên tư vấn bảo hiểm hỗ trợ tháng đào tạo thu nhập trên 20 tr có hỗ trợ nguồn khách hàng,1,40.0,40.0,20.0,60.0
chuyên viên đào tạo diễn giả,1,40.0,40.0,30.0,50.0
chủ trì thiết kế kết cấu,1,40.0,40.0,30.0,50.0
country hr responsible contract 8 months,1,40.0,40.0,35.0,45.0
ctv môi giới bđs làm việc tự do,1,40.0,40.0,20.0,60.0
expert data scientist,1,40.0,40.0,30.0,50.0
financial manager,1,40.0,40.0,35.0,45.0
frontend leader,1,40.0,40.0,35.0,45.0
game server programmer,1,40.0,40.0,20.0,60.0
general manager quận 8,1,40.0,40.0,30.0,50.0
giám đốc ban phó giám đốc ban qlda,1,40.0,40.0,35.0,45.0
giám đốc ban quản lý dự án,1,40.0,40.0,35.0,45.0
giám đốc chi nhanh vĩnh phúc phú thọ,1,40.0,40.0,30.0,50.0
giám đốc chi nhánh có kinh nghiệm lĩnh vực thẩm mỹ,1,40.0,40.0,30.0,50.0
giám đốc chuyên viên cao cấp phát triển kinh doanh ngân hàng số,1,40.0,40.0,30.0,50.0
giám đốc chất lượng tiếng trung giao tiếp bình phước,1,40.0,40.0,0.0,80.0
giám đốc cải tiến có kí túc xá cho nhân viên,1,40.0,40.0,0.0,80.0
giám đốc hành chánh nhân sự,1,40.0,40.0,30.0,50.0
giám đốc khách sạn 4 sao,2,40.0,40.0,30.0,50.0
giám đốc kinh doanh b2b,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh etc thầu khu vực,2,40.0,40.0,30.0,50.0
giám đốc kinh doanh etc thầu làm việc tại đồng nai,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh khu vực mt,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh khối,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh làm việc tại bạc liêu,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh làm việc tại đắk lắk,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh marketing ngành hoạt hình giải trí up to 50 triệu tại tp hồ chí minh,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh nhãn hàng,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh nông sản,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh vùng kênh gt,1,40.0,40.0,30.0,50.0
giám đốc kinh doanh vùng miền,1,40.0,40.0,30.0,50.0
giám đốc marketing thẩm mỹ,1,40.0,40.0,30.0,50.0
giám đốc sales marketing,1,40.0,40.0,30.0,50.0
giám đốc sản xuất nội dung,1,40.0,40.0,35.0,45.0
giám đốc đối ngoại thị trường đức,1,40.0,40.0,30.0,50.0
giảng viên quản trị mạng và quản trị hệ thống,2,40.0,40.0,20.0,60.0
hn330 trưởng phòng hành chính nhân sự hà nội 30 50tr,1,40.0,40.0,30.0,50.0
hn338 backend developer hà nội upto50tr,1,40.0,40.0,30.0,50.0
hr admin supervisor,1,40.0,40.0,30.0,50.0
huế trưởng phòng kinh doanh chuyển phát nhanh,1,40.0,40.0,30.0,50.0
kế toán trưởng kinh nghiệm 3 năm,1,40.0,40.0,30.0,50.0
kế toán trưởng tại hưng yên,1,40.0,40.0,30.0,50.0
long an trưởng phòng kinh doanh chuyển phát nhanh,1,40.0,40.0,30.0,50.0
marketing director,1,40.0,40.0,35.0,45.0
medical aesthetics doctor,1,40.0,40.0,30.0,50.0
national account manager,1,40.0,40.0,35.0,45.0
nha trang trưởng phòng kinh doanh chuyển phát nhanh,1,40.0,40.0,30.0,50.0
nhân viên kinh doanh bđs hỗ trợ lương cứng thu nhập đến 50 triệu tháng,1,40.0,40.0,30.0,50.0
nhân viên kinh doanh bất động sản hà nội,1,40.0,40.0,20.0,60.0
nhân viên kinh doanh bất động sản hà nội thu nhập lên đến 60 triệu,1,40.0,40.0,20.0,60.0
nhân viên kinh doanh mảng cho thuê bđs,1,40.0,40.0,30.0,50.0
nhân viên kinh doanh tư vấn mảng cho thuê bđs,1,40.0,40.0,30.0,50.0
nhân viên kinh doanh tư vấn sales bất động sản tại hà nội thu nhập từ 30 triệu tự do thời gian,1,40.0,40.0,30.0,50.0
nhân viên môi giới bđs không yêu cầu kinh nghiệm – hỗ trợ đào tạo từ a z,1,40.0,40.0,20.0,60.0
nhân viên phát triển nguồn hàng và đầu tư bất động sản,1,40.0,40.0,30.0,50.0
nhân viên phục vụ nữ thu nhập trên 20 triệu,1,40.0,40.0,20.0,60.0
nhân viên tư vấn thẩm mỹ thu nhập 20 30tr,1,40.0,40.0,30.0,50.0
pgđ tài chính kế toán,1,40.0,40.0,35.0,45.0
phó giám đốc chi nhánh phụ trách khách hàng cá nhân tp hcm,1,40.0,40.0,30.0,50.0
phó giám đốc chuyên môn,2,40.0,35.0,30.0,50.0
phó giám đốc phụ trách đào tạo,1,40.0,40.0,30.0,50.0
phó phòng điều độ khai thác,1,40.0,40.0,30.0,50.0
presale phần cứng,1,40.0,40.0,30.0,50.0
qa assistant manager,1,40.0,40.0,40.0,40.0
quản lý ads,1,40.0,40.0,30.0,50.0
quản lý bán hàng dược phẩm,1,40.0,40.0,30.0,50.0
quản lý chi nhánh spa đi làm ngay,1,40.0,40.0,30.0,50.0
quản lý chi nhánh thẩm mỹ spa,2,40.0,40.0,30.0,50.0
quản lý khối sản xuất lĩnh vực thời trang,1,40.0,40.0,30.0,50.0
quản lý kinh doanh business devlopment manager,1,40.0,40.0,25.0,55.0
quản lý kinh doanh kênh etc dịch vụ,1,40.0,40.0,30.0,50.0
quản lý kinh doanh kênh etc dịch vụ hồ chí minh,2,40.0,40.0,30.0,50.0
quản lý kinh doanh kênh etc dịch vụ miền bắc,4,40.0,40.0,30.0,50.0
quản lý kinh doanh kênh etc dịch vụ miền tây,1,40.0,40.0,30.0,50.0
quản lý kinh doanh kênh etc dịch vụ miền đông,1,40.0,40.0,30.0,50.0
quản lý kinh doanh đi làm ngay,1,40.0,40.0,20.0,60.0
quản lý vùng etc,1,40.0,40.0,30.0,50.0
quản đốc in offset,2,40.0,37.5,35.0,50.0
quản đốc nhà máy làm việc tại quảng nam,1,40.0,40.0,35.0,45.0
sales bd manager khu vực miền nam,1,40.0,40.0,30.0,50.0
sales bất động sản thổ cư hà nội,1,40.0,40.0,20.0,60.0
sales director tiếng anh tiếng trung,1,40.0,40.0,30.0,50.0
sales manager b2b,1,40.0,40.0,30.0,50.0
sales manager hcmc good at english,1,40.0,40.0,30.0,50.0
senior 3d animator,1,40.0,40.0,20.0,60.0
senior digital project management specialist,1,40.0,40.0,30.0,50.0
senior expert data engineer,1,40.0,40.0,25.0,55.0
senior hr manager 1200 usd bonus,1,40.0,40.0,30.0,50.0
senior sales manager,2,40.0,40.0,30.0,50.0
strategic planning manager,1,40.0,40.0,30.0,50.0
strategy performance manager,1,40.0,40.0,35.0,45.0
technical sales in food and nutrition,1,40.0,40.0,20.0,60.0
technical sales representative polyurethane materials,1,40.0,40.0,30.0,50.0
thuyền viên,1,40.0,40.0,15.0,65.0
trưởng bộ phận ai bigdata,1,40.0,40.0,35.0,45.0
trưởng bộ phận thiết kế uiux,1,40.0,40.0,35.0,45.0
trưởng bộ phận trade marketing,1,40.0,40.0,30.0,50.0
trưởng khối kinh doanh lương cb 30 triệu,1,40.0,40.0,30.0,50.0
trưởng nhóm công nghệ thông tin,1,40.0,40.0,30.0,50.0
trưởng nhóm kinh doanh sales leader mảng xuất khẩu lao động,1,40.0,40.0,30.0,50.0
trưởng phòng bán hàng miền bắc,1,40.0,40.0,30.0,50.0
trưởng phòng giám đốc kinh doanh kênh travel,1,40.0,40.0,20.0,60.0
trưởng phòng kinh doanh bất động sản thổ cư tại hà nội,1,40.0,40.0,30.0,50.0
trưởng phòng kinh doanh chuỗi bán lẻ,1,40.0,40.0,30.0,50.0
trưởng phòng kinh doanh kênh gt – toàn quốc,1,40.0,40.0,30.0,50.0
trưởng phòng kinh doanh phần mềm crm,1,40.0,40.0,30.0,50.0
trưởng phòng kiểm soát,1,40.0,40.0,30.0,50.0
trưởng phòng marketing ngành thời trang biết tiếng anh,1,40.0,40.0,30.0,50.0
trưởng phòng marketing thương hiệu thời trang thể thao,1,40.0,40.0,30.0,50.0
trưởng phòng marketing thẩm mỹ viện,2,40.0,40.0,30.0,50.0
trưởng phòng marketting,1,40.0,40.0,30.0,50.0
trưởng phòng phát triển mặt bằng,1,40.0,40.0,35.0,45.0
trưởng phòng quản lý nghiên cứu thị trường business intelligence,1,40.0,40.0,30.0,50.0
trưởng phòng sale marketing,2,40.0,25.0,20.0,70.0
trưởng phòng sale online đi làm ngay,1,40.0,40.0,30.0,50.0
trưởng phòng sản xuất tại hưng yên,1,40.0,40.0,30.0,50.0
trưởng phòng telesales,1,40.0,40.0,30.0,50.0
trưởng phòng thu mua category manager,2,40.0,40.0,35.0,45.0
trưởng phòng vận hành logistics,1,40.0,40.0,30.0,50.0
trưởng phòng vận hành operations manager,1,40.0,40.0,30.0,50.0
trưởng phòng đào tạo phát triển,1,40.0,40.0,35.0,45.0
trợ lý kiêm phiên dịch tiếng anh,1,40.0,40.0,30.0,50.0
tây ninh trưởng phòng kinh doanh chuyển phát nhanh,1,40.0,40.0,30.0,50.0
tư vấn viên thẩm mỹ phòng khám,1,40.0,40.0,30.0,50.0
giám đốc tài chính,8,39.6875,32.5,20.0,100.0
senior material specialist,1,39.5,39.5,37.0,42.0
junior mid ruby on rails developer,1,39.0,39.0,30.0,48.0
international sales,2,38.75,16.5,15.0,100.0
nhân viên kinh doanh nội thất căn hộ nhà phố,1,38.75,38.75,7.5,70.0
